Name,0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR,Bowler
DJG Sammy,0,1,0,0,0,0,0,0,,2,2,100,YK Pathan
DJG Sammy,0,1,0,0,0,0,0,0,,2,2,100,PP Chawla
DJG Sammy,0.6666666667,0.3333333333,0,0,0,0,0,0,stumped,1,3,33.33,Shakib Al Hasan
SA Abbott,0.5,0.5,0,0,0,0,0,0,,1,2,50,YK Pathan
SA Abbott,1,0,0,0,0,0,0,0,,0,2,0,Shakib Al Hasan
HV Patel,0,0.5,0.5,0,0,0,0,0,,3,2,150,M Morkel
HV Patel,0.5,0,0,0,0,0,0.5,0,,6,2,300,SP Narine
AN Ahmed,0,0.5,0,0,0.5,0,0,0,,5,2,250,M Morkel
MA Agarwal,0.3333333333,0.4444444444,0,0,0.1111111111,0,0.1111111111,0,,14,9,155.55,TG Southee
MA Agarwal,0.5,0.25,0,0,0.25,0,0,0,,5,4,125,CH Morris
MA Agarwal,0.1666666667,0,0.1666666667,0,0.6666666667,0,0,0,,18,6,300,DS Kulkarni
MA Agarwal,1,0,0,0,0,0,0,0,caught,0,2,0,PV Tambe
SS Iyer,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,TG Southee
SS Iyer,0.7142857143,0.1428571429,0,0,0,0,0.1428571429,0,caught,7,7,100,CH Morris
SS Iyer,0.4,0.4,0,0,0.1,0,0.1,0,,14,10,140,PV Tambe
SS Iyer,0.6666666667,0.3333333333,0,0,0,0,0,0,,2,6,33.33,DJ Hooda
SS Iyer,0.25,0.25,0,0,0.25,0,0.25,0,,11,4,275,JP Faulkner
JP Duminy,0.2,0.8,0,0,0,0,0,0,,4,5,80,TG Southee
JP Duminy,0.1428571429,0.4285714286,0.1428571429,0,0,0,0.2857142857,0,,17,7,242.85,CH Morris
JP Duminy,0.3333333333,0.6666666667,0,0,0,0,0,0,,4,6,66.66,PV Tambe
JP Duminy,0.2727272727,0.6363636364,0.0909090909,0,0,0,0,0,,9,11,81.81,DJ Hooda
JP Duminy,0.5555555556,0.2222222222,0.1111111111,0,0,0,0.1111111111,0,,10,9,111.11,JP Faulkner
Yuvraj Singh,0,0.6666666667,0.3333333333,0,0,0,0,0,,4,3,133.33,TG Southee
Yuvraj Singh,0.5,0.5,0,0,0,0,0,0,caught,1,2,50,CH Morris
Yuvraj Singh,0.2857142857,0.5714285714,0.1428571429,0,0,0,0,0,,6,7,85.71,DJ Hooda
Yuvraj Singh,0,0.4,0.2,0,0,0,0.4,0,,16,5,320,JP Faulkner
AD Mathews,0,0.75,0,0,0.25,0,0,0,,7,4,175,TG Southee
AD Mathews,0.25,0.75,0,0,0,0,0,0,,3,4,75,CH Morris
AD Mathews,0.1666666667,0.1666666667,0.1666666667,0,0.3333333333,0,0.1666666667,0,,17,6,283.33,JP Faulkner
AM Rahane,0.4615384615,0.3076923077,0.0769230769,0,0.0769230769,0,0.0769230769,0,,16,13,123.07,JD Unadkat
AM Rahane,0.4285714286,0.2857142857,0,0,0.1428571429,0,0.1428571429,0,,12,7,171.42,NM Coulter-Nile
AM Rahane,0.3333333333,0.6666666667,0,0,0,0,0,0,,4,6,66.66,AD Mathews
AM Rahane,0,0.6666666667,0.3333333333,0,0,0,0,0,,4,3,133.33,A Mishra
AM Rahane,0.6666666667,0.3333333333,0,0,0,0,0,0,bowled,2,6,33.33,Imran Tahir
AM Rahane,0,0.75,0,0,0,0,0.25,0,,9,4,225,Yuvraj Singh
SV Samson,0,1,0,0,0,0,0,0,,1,1,100,JD Unadkat
SV Samson,0.4285714286,0.1428571429,0.2857142857,0,0.1428571429,0,0,0,,9,7,128.57,NM Coulter-Nile
SV Samson,0.75,0.25,0,0,0,0,0,0,caught,1,4,25,AD Mathews
SPD Smith,0.75,0,0,0,0.25,0,0,0,,4,4,100,NM Coulter-Nile
SPD Smith,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,AD Mathews
SPD Smith,1,0,0,0,0,0,0,0,caught,0,2,0,A Mishra
KK Nair,0.375,0.125,0.125,0,0.375,0,0,0,stumped,15,8,187.5,A Mishra
KK Nair,0.25,0.25,0.5,0,0,0,0,0,,5,4,125,Imran Tahir
STR Binny,0.5,0.5,0,0,0,0,0,0,lbw,1,2,50,Imran Tahir
DJ Hooda,0.25,0.25,0,0,0,0,0.5,0,,13,4,325,JD Unadkat
DJ Hooda,0,0.3333333333,0.3333333333,0,0.3333333333,0,0,0,,7,3,233.33,NM Coulter-Nile
DJ Hooda,0,0.2,0.2,0,0.4,0,0.2,0,,17,5,340,AD Mathews
DJ Hooda,0.2857142857,0.4285714286,0.2857142857,0,0,0,0,0,,7,7,100,A Mishra
DJ Hooda,0.25,0.5,0,0,0,0,0.25,0,caught,8,4,200,Imran Tahir
DJ Hooda,0,1,0,0,0,0,0,0,,2,2,100,Yuvraj Singh
JP Faulkner,0,0.3333333333,0,0,0.6666666667,0,0,0,,9,3,300,NM Coulter-Nile
JP Faulkner,0.25,0.5,0.25,0,0,0,0,0,,4,4,100,A Mishra
JP Faulkner,0.25,0.5,0.25,0,0,0,0,0,bowled,4,4,100,Imran Tahir
CH Morris,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,AD Mathews
CH Morris,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,,7,3,233.33,Imran Tahir
TG Southee,0,0.3333333333,0.3333333333,0,0.3333333333,0,0,0,,7,3,233.33,AD Mathews
TG Southee,1,0,0,0,0,0,0,0,,0,1,0,Imran Tahir
M Vijay,0.5384615385,0.0769230769,0.0769230769,0,0.3076923077,0,0,0,,19,13,146.15,R Vinay Kumar
M Vijay,1,0,0,0,0,0,0,0,,0,4,0,P Suyal
M Vijay,0.5,0.5,0,0,0,0,0,0,,1,2,50,SL Malinga
M Vijay,0.25,0.75,0,0,0,0,0,0,caught,3,4,75,Harbhajan Singh
M Vijay,0.1666666667,0.3333333333,0.1666666667,0,0.3333333333,0,0,0,,12,6,200,J Suchith
V Sehwag,0,0.4,0,0,0.4,0,0.2,0,,16,5,320,R Vinay Kumar
V Sehwag,0.5,0.25,0,0,0.25,0,0,0,,10,8,125,P Suyal
V Sehwag,0.25,0.25,0,0,0.5,0,0,0,,9,4,225,SL Malinga
V Sehwag,0.5,0.5,0,0,0,0,0,0,caught,1,2,50,Harbhajan Singh
GJ Maxwell,0,1,0,0,0,0,0,0,,1,1,100,Harbhajan Singh
GJ Maxwell,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,caught,5,3,166.66,J Suchith
DA Miller,0.5,0.5,0,0,0,0,0,0,caught,2,4,50,SL Malinga
DA Miller,0.4545454545,0.3636363636,0.0909090909,0,0.0909090909,0,0,0,,10,11,90.9,Harbhajan Singh
DA Miller,0.2,0.6,0,0,0.2,0,0,0,,7,5,140,J Suchith
DA Miller,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,5,3,166.66,KA Pollard
GJ Bailey,0,0.5,0.25,0,0,0,0.25,0,,10,4,250,R Vinay Kumar
GJ Bailey,0,0.5,0,0,0.5,0,0,0,,10,4,250,P Suyal
GJ Bailey,0.125,0.625,0,0,0.125,0,0.125,0,,15,8,187.5,SL Malinga
GJ Bailey,0.3333333333,0.5,0.1666666667,0,0,0,0,0,,5,6,83.33,Harbhajan Singh
GJ Bailey,0,0.4285714286,0.4285714286,0,0,0,0.1428571429,0,,15,7,214.28,J Suchith
GJ Bailey,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,KA Pollard
R Dhawan,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,caught,5,3,166.66,SL Malinga
R Dhawan,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,J Suchith
MG Johnson,0.5,0.5,0,0,0,0,0,0,,1,2,50,R Vinay Kumar
MG Johnson,0.5,0.5,0,0,0,0,0,0,,1,2,50,P Suyal
MG Johnson,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,SL Malinga
RG Sharma,1,0,0,0,0,0,0,0,lbw,0,2,0,Sandeep Sharma
AJ Finch,0.7142857143,0.2857142857,0,0,0,0,0,0,,2,7,28.57,Sandeep Sharma
AJ Finch,0.6,0,0.2,0,0.2,0,0,0,,6,5,120,Anureet Singh
AJ Finch,1,0,0,0,0,0,0,0,bowled,0,2,0,MG Johnson
AP Tare,0.3333333333,0.6666666667,0,0,0,0,0,0,,4,6,66.66,Sandeep Sharma
AP Tare,0.5,0.25,0.25,0,0,0,0,0,caught,3,4,75,Anureet Singh
AT Rayudu,0.75,0.25,0,0,0,0,0,0,,1,4,25,Sandeep Sharma
AT Rayudu,1,0,0,0,0,0,0,0,,0,4,0,Anureet Singh
AT Rayudu,0.75,0,0,0,0.25,0,0,0,caught,4,4,100,MG Johnson
AT Rayudu,0.5,0.5,0,0,0,0,0,0,,2,4,50,AR Patel
AT Rayudu,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,R Dhawan
CJ Anderson,0.6,0.2,0,0,0.2,0,0,0,,5,5,100,Sandeep Sharma
CJ Anderson,1,0,0,0,0,0,0,0,,0,4,0,MG Johnson
CJ Anderson,1,0,0,0,0,0,0,0,stumped,0,2,0,AR Patel
KA Pollard,0.7142857143,0.2857142857,0,0,0,0,0,0,,2,7,28.57,MG Johnson
KA Pollard,0.375,0.375,0.125,0,0.125,0,0,0,caught,9,8,112.5,AR Patel
KA Pollard,0.3333333333,0.5,0,0,0,0,0.1666666667,0,,9,6,150,R Dhawan
J Suchith,0.5,0.5,0,0,0,0,0,0,,1,2,50,Anureet Singh
J Suchith,0.5,0,0,0,0.25,0,0.25,0,,10,4,250,MG Johnson
J Suchith,0.25,0.375,0,0,0.25,0,0.125,0,,17,8,212.5,AR Patel
J Suchith,0.5714285714,0.2857142857,0,0,0.1428571429,0,0,0,,6,7,85.71,R Dhawan
Harbhajan Singh,0.4,0.1,0,0,0.1,0,0.4,0,caught,29,10,290,Anureet Singh
Harbhajan Singh,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,,7,3,233.33,MG Johnson
Harbhajan Singh,0,1,0,0,0,0,0,0,,2,2,100,AR Patel
Harbhajan Singh,0.1111111111,0.2222222222,0.1111111111,0,0.4444444444,0,0.1111111111,0,,26,9,288.88,R Dhawan
CH Gayle,0.5,0.1666666667,0.1666666667,0,0,0,0.1666666667,0,,9,6,150,TA Boult
CH Gayle,0.7142857143,0,0,0,0.2857142857,0,0,0,,8,7,114.28,B Kumar
CH Gayle,0.6666666667,0,0,0,0.3333333333,0,0,0,caught,4,3,133.33,P Kumar
V Kohli,0.75,0.0833333333,0,0,0.0833333333,0,0.0833333333,0,,11,12,91.66,TA Boult
V Kohli,0.4,0.4,0,0,0.2,0,0,0,,6,5,120,B Kumar
V Kohli,0.5555555556,0.2222222222,0,0,0.1111111111,0,0.1111111111,0,,12,9,133.33,P Kumar
V Kohli,0.4,0.6,0,0,0,0,0,0,bowled,3,5,60,RS Bopara
V Kohli,0.1666666667,0.5,0.1666666667,0,0.1666666667,0,0,0,,9,6,150,KV Sharma
KD Karthik,0.5,0.3333333333,0,0,0.1666666667,0,0,0,,6,6,100,P Kumar
KD Karthik,0.5,0.5,0,0,0,0,0,0,,1,2,50,RS Bopara
KD Karthik,0.3333333333,0.6666666667,0,0,0,0,0,0,caught,2,3,66.66,KV Sharma
AB de Villiers,0.5,0,0,0,0.5,0,0,0,caught,4,2,200,TA Boult
AB de Villiers,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,B Kumar
AB de Villiers,1,0,0,0,0,0,0,0,,0,1,0,P Kumar
AB de Villiers,0.25,0.25,0,0,0.375,0,0.125,0,,20,8,250,RS Bopara
AB de Villiers,0.4444444444,0.5555555556,0,0,0,0,0,0,,5,9,55.55,KV Sharma
AB de Villiers,0.2,0.2,0.4,0,0,0,0.2,0,,11,5,220,A Ashish Reddy
Mandeep Singh,1,0,0,0,0,0,0,0,caught,0,1,0,RS Bopara
DJG Sammy,0,1,0,0,0,0,0,0,,2,2,100,RS Bopara
DJG Sammy,0.3333333333,0.6666666667,0,0,0,0,0,0,,4,6,66.66,KV Sharma
DJG Sammy,1,0,0,0,0,0,0,0,bowled,0,1,0,A Ashish Reddy
SA Abbott,1,0,0,0,0,0,0,0,caught,0,1,0,TA Boult
SA Abbott,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,B Kumar
SA Abbott,0.4,0,0.2,0,0.2,0,0.2,0,,12,5,240,P Kumar
HV Patel,0.5,0,0.5,0,0,0,0,0,caught,2,2,100,TA Boult
AN Ahmed,0,0,0,0,1,0,0,0,,4,1,400,TA Boult
AN Ahmed,1,0,0,0,0,0,0,0,bowled,0,1,0,B Kumar
VR Aaron,0.6666666667,0,0,0,0,0,0.3333333333,0,bowled,6,3,200,B Kumar
YS Chahal,0,1,0,0,0,0,0,0,,1,1,100,B Kumar
DA Warner,0,0.3333333333,0.3333333333,0,0.3333333333,0,0,0,,7,3,233.33,SA Abbott
DA Warner,0.2,0,0,0,0.6,0,0.2,0,,18,5,360,HV Patel
DA Warner,0.4285714286,0.1428571429,0,0,0.2857142857,0,0.1428571429,0,,15,7,214.28,VR Aaron
DA Warner,0.5714285714,0.2857142857,0,0,0,0,0.1428571429,0,,8,7,114.28,AN Ahmed
DA Warner,0,1,0,0,0,0,0,0,,2,2,100,DJG Sammy
DA Warner,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,lbw,7,3,233.33,YS Chahal
S Dhawan,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,,10,6,166.66,SA Abbott
S Dhawan,0,1,0,0,0,0,0,0,,2,2,100,HV Patel
S Dhawan,0.5,0.375,0,0,0.125,0,0,0,,7,8,87.5,VR Aaron
S Dhawan,0.5833333333,0.25,0,0,0,0,0.1666666667,0,,15,12,125,AN Ahmed
S Dhawan,0.1666666667,0.6666666667,0,0,0.1666666667,0,0,0,,8,6,133.33,DJG Sammy
S Dhawan,0,1,0,0,0,0,0,0,,8,8,100,YS Chahal
KS Williamson,0.6,0.4,0,0,0,0,0,0,,2,5,40,HV Patel
KS Williamson,0.25,0.75,0,0,0,0,0,0,stumped,3,4,75,YS Chahal
KL Rahul,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,SA Abbott
KL Rahul,0,0.6,0,0,0.2,0,0.2,0,,13,5,260,VR Aaron
KL Rahul,0.1428571429,0.4285714286,0.2857142857,0,0.1428571429,0,0,0,,11,7,157.14,AN Ahmed
KL Rahul,0,0.5,0.25,0,0.25,0,0,0,,8,4,200,DJG Sammy
KL Rahul,0.2222222222,0.6666666667,0,0,0.1111111111,0,0,0,,10,9,111.11,YS Chahal
AJ Finch,0.6,0.2,0,0,0.2,0,0,0,,5,5,100,TG Southee
AJ Finch,0.6666666667,0,0,0,0.3333333333,0,0,0,,4,3,133.33,CH Morris
AJ Finch,1,0,0,0,0,0,0,0,,0,4,0,DS Kulkarni
AJ Finch,0.5,0.5,0,0,0,0,0,0,,1,2,50,STR Binny
PA Patel,0,1,0,0,0,0,0,0,,1,1,100,TG Southee
PA Patel,0.3333333333,0,0,0.3333333333,0.3333333333,0,0,0,,7,3,233.33,CH Morris
PA Patel,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,caught,5,3,166.66,DS Kulkarni
PA Patel,0.5,0.25,0.25,0,0,0,0,0,,3,4,75,STR Binny
UBT Chand,0.8333333333,0,0,0,0.1666666667,0,0,0,,4,6,66.66,TG Southee
UBT Chand,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,DS Kulkarni
UBT Chand,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,DJ Hooda
UBT Chand,1,0,0,0,0,0,0,0,,0,1,0,JP Faulkner
UBT Chand,0.25,0.25,0.5,0,0,0,0,0,bowled,5,4,125,PV Tambe
RG Sharma,1,0,0,0,0,0,0,0,,0,2,0,DS Kulkarni
RG Sharma,1,0,0,0,0,0,0,0,caught,0,3,0,STR Binny
CJ Anderson,0.25,0.25,0,0,0.25,0,0.25,0,,11,4,275,TG Southee
CJ Anderson,0.5833333333,0.0833333333,0.0833333333,0,0.1666666667,0,0.0833333333,0,bowled,17,12,141.66,CH Morris
CJ Anderson,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,DS Kulkarni
CJ Anderson,0.6666666667,0,0,0,0.3333333333,0,0,0,,4,3,133.33,STR Binny
CJ Anderson,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,DJ Hooda
CJ Anderson,0.75,0,0.125,0,0,0,0.125,0,,8,8,100,JP Faulkner
CJ Anderson,0.2,0.6,0,0,0.2,0,0,0,,7,5,140,PV Tambe
KA Pollard,0.25,0.125,0,0,0.375,0,0.25,0,caught,25,8,312.5,TG Southee
KA Pollard,0.5,0.25,0,0,0.25,0,0,0,,5,4,125,CH Morris
KA Pollard,0.25,0.5,0,0,0.25,0,0,0,,6,4,150,DS Kulkarni
KA Pollard,0.4444444444,0.1111111111,0,0,0.2222222222,0,0.2222222222,0,,21,9,233.33,JP Faulkner
KA Pollard,0.3333333333,0.3333333333,0.2222222222,0,0,0,0.1111111111,0,,13,9,144.44,PV Tambe
J Suchith,1,0,0,0,0,0,0,0,,0,1,0,CH Morris
S Gopal,0,1,0,0,0,0,0,0,,1,1,100,CH Morris
AM Rahane,0.625,0.25,0,0,0.125,0,0,0,,6,8,75,R Vinay Kumar
AM Rahane,0.3333333333,0.3333333333,0.1666666667,0,0.1666666667,0,0,0,,8,6,133.33,P Suyal
AM Rahane,0,0.5,0.5,0,0,0,0,0,,3,2,150,SL Malinga
AM Rahane,0.2142857143,0.5,0.2142857143,0,0.0714285714,0,0,0,,17,14,121.42,J Suchith
AM Rahane,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,CJ Anderson
AM Rahane,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,caught,6,6,100,S Gopal
SV Samson,0.6666666667,0.2222222222,0,0,0.1111111111,0,0,0,caught,6,9,66.66,R Vinay Kumar
SV Samson,0.2857142857,0.4285714286,0,0,0.2857142857,0,0,0,,11,7,157.14,P Suyal
SPD Smith,0,1,0,0,0,0,0,0,,1,1,100,R Vinay Kumar
SPD Smith,0.3636363636,0.1818181818,0.1818181818,0.0909090909,0.0909090909,0,0.0909090909,0,,19,11,172.72,P Suyal
SPD Smith,0.2631578947,0.2105263158,0.2105263158,0,0.3157894737,0,0,0,,36,19,189.47,SL Malinga
SPD Smith,0.1,0.6,0.2,0,0.1,0,0,0,,14,10,140,J Suchith
SPD Smith,0.5555555556,0.2222222222,0.2222222222,0,0,0,0,0,,6,9,66.66,CJ Anderson
SPD Smith,0,1,0,0,0,0,0,0,,3,3,100,S Gopal
DJ Hooda,1,0,0,0,0,0,0,0,bowled,0,1,0,SL Malinga
DJ Hooda,0,0.3333333333,0,0,0,0,0.6666666667,0,,13,3,433.33,S Gopal
JP Faulkner,0,0.6666666667,0.3333333333,0,0,0,0,0,,4,3,133.33,P Suyal
JP Faulkner,0.5,0.5,0,0,0,0,0,0,,1,2,50,SL Malinga
JP Faulkner,0,1,0,0,0,0,0,0,,1,1,100,S Gopal
CH Gayle,0.6363636364,0.0909090909,0,0,0.2727272727,0,0,0,,13,11,118.18,CH Morris
CH Gayle,0.5,0.5,0,0,0,0,0,0,,2,4,50,JP Faulkner
CH Gayle,0.625,0.125,0,0,0.125,0,0.125,0,bowled,11,8,137.5,DS Kulkarni
CH Gayle,0.6666666667,0.3333333333,0,0,0,0,0,0,,1,3,33.33,SR Watson
V Kohli,0,1,0,0,0,0,0,0,,1,1,100,CH Morris
V Kohli,0,0.5,0.5,0,0,0,0,0,,3,2,150,JP Faulkner
V Kohli,0.5714285714,0.2857142857,0.1428571429,0,0,0,0,0,caught,4,7,57.14,DS Kulkarni
V Kohli,0.3333333333,0.6666666667,0,0,0,0,0,0,,2,3,66.66,SR Watson
V Kohli,0.6,0.4,0,0,0,0,0,0,,2,5,40,Ankit Sharma
AB de Villiers,0,0,0.3333333333,0,0,0,0.6666666667,0,,14,3,466.66,CH Morris
AB de Villiers,0,0.6666666667,0.3333333333,0,0,0,0,0,,8,6,133.33,JP Faulkner
AB de Villiers,0,1,0,0,0,0,0,0,,2,2,100,DS Kulkarni
AB de Villiers,0.3076923077,0.2307692308,0.2307692308,0,0.2307692308,0,0,0,,21,13,161.53,SR Watson
AB de Villiers,0.3,0.4,0,0,0.1,0,0.2,0,,20,10,200,Ankit Sharma
AB de Villiers,0.75,0.25,0,0,0,0,0,0,,1,4,25,STR Binny
Mandeep Singh,0.4,0.4,0.2,0,0,0,0,0,,4,5,80,CH Morris
Mandeep Singh,0.25,0.25,0,0,0.4166666667,0,0.0833333333,0,,29,12,241.66,JP Faulkner
Mandeep Singh,0.5714285714,0.1428571429,0,0,0.1428571429,0,0.1428571429,0,,11,7,157.14,DS Kulkarni
Mandeep Singh,0.2,0.8,0,0,0,0,0,0,,4,5,80,SR Watson
Mandeep Singh,0,0.6666666667,0,0,0.3333333333,0,0,0,,6,3,200,Ankit Sharma
Mandeep Singh,1,0,0,0,0,0,0,0,,0,2,0,STR Binny
KD Karthik,0.3333333333,0,0.3333333333,0,0,0,0.3333333333,0,caught,8,3,266.66,CH Morris
SN Khan,0,1,0,0,0,0,0,0,,1,1,100,CH Morris
AM Rahane,0.4,0.6,0,0,0,0,0,0,,3,5,60,MA Starc
AM Rahane,0.4545454545,0.4545454545,0,0,0.0909090909,0,0,0,,9,11,81.81,S Aravind
AM Rahane,0.1666666667,0.6666666667,0,0,0.1666666667,0,0,0,,8,6,133.33,HV Patel
AM Rahane,0.1111111111,0.4444444444,0.2222222222,0,0.2222222222,0,0,0,,16,9,177.77,D Wiese
AM Rahane,0.375,0.5,0.125,0,0,0,0,0,caught,6,8,75,YS Chahal
SR Watson,0,0.3333333333,0,0,0.6666666667,0,0,0,,9,3,300,MA Starc
SR Watson,0.5,0.5,0,0,0,0,0,0,caught,1,2,50,S Aravind
SV Samson,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,,3,3,100,S Aravind
SV Samson,0.6,0.4,0,0,0,0,0,0,caught,2,5,40,HV Patel
SPD Smith,0.5,0.25,0,0,0.25,0,0,0,,5,4,125,MA Starc
SPD Smith,0,1,0,0,0,0,0,0,,1,1,100,HV Patel
SPD Smith,0.3333333333,0.6666666667,0,0,0,0,0,0,caught,2,3,66.66,D Wiese
SPD Smith,0.4,0.4,0.2,0,0,0,0,0,,4,5,80,YS Chahal
KK Nair,0.5,0,0.5,0,0,0,0,0,,2,2,100,S Aravind
KK Nair,1,0,0,0,0,0,0,0,caught,0,1,0,HV Patel
KK Nair,0.6666666667,0.1666666667,0,0,0.1666666667,0,0,0,,5,6,83.33,D Wiese
KK Nair,0.5,0.25,0,0,0.25,0,0,0,,5,4,125,YS Chahal
DJ Hooda,0.5,0.25,0.25,0,0,0,0,0,,3,4,75,MA Starc
DJ Hooda,0.6,0,0.4,0,0,0,0,0,,4,5,80,HV Patel
DJ Hooda,0.5,0.25,0.25,0,0,0,0,0,caught,3,4,75,D Wiese
DJ Hooda,0,1,0,0,0,0,0,0,,1,1,100,YS Chahal
JP Faulkner,0.75,0,0,0,0.25,0,0,0,caught,4,4,100,S Aravind
STR Binny,1,0,0,0,0,0,0,0,,0,1,0,S Aravind
CH Morris,1,0,0,0,0,0,0,0,caught,0,2,0,MA Starc
CH Morris,1,0,0,0,0,0,0,0,,0,1,0,S Aravind
Ankit Sharma,1,0,0,0,0,0,0,0,,0,1,0,MA Starc
Ankit Sharma,0,0.5,0,0,0.5,0,0,0,,5,2,250,D Wiese
Ankit Sharma,0,1,0,0,0,0,0,0,,2,2,100,YS Chahal
DS Kulkarni,0.8,0.2,0,0,0,0,0,0,,1,5,20,MA Starc
DS Kulkarni,0.5,0.5,0,0,0,0,0,0,bowled,2,4,50,YS Chahal
LMP Simmons,0.5,0.4,0,0,0.1,0,0,0,,8,10,80,A Nehra
LMP Simmons,0,0.25,0.5,0,0.25,0,0,0,,9,4,225,MM Sharma
LMP Simmons,0.6,0.2,0,0,0.1,0,0.1,0,,12,10,120,R Ashwin
LMP Simmons,0.3,0.2,0,0,0.4,0,0.1,0,,24,10,240,RA Jadeja
LMP Simmons,0.25,0.5,0,0,0.125,0,0.125,0,,14,8,175,P Negi
LMP Simmons,0.5,0.5,0,0,0,0,0,0,,1,2,50,DJ Bravo
LMP Simmons,1,0,0,0,0,0,0,0,bowled,0,1,0,DR Smith
PA Patel,1,0,0,0,0,0,0,0,,0,3,0,A Nehra
RG Sharma,0.2,0.4,0,0,0.4,0,0,0,,10,5,200,A Nehra
RG Sharma,0.375,0.125,0.125,0,0.25,0,0.125,0,,17,8,212.5,MM Sharma
RG Sharma,0.3333333333,0,0.3333333333,0,0,0,0.3333333333,0,,8,3,266.66,R Ashwin
RG Sharma,0,1,0,0,0,0,0,0,,2,2,100,RA Jadeja
RG Sharma,0,1,0,0,0,0,0,0,,4,4,100,P Negi
RG Sharma,0.25,0.25,0,0,0.5,0,0,0,caught,9,4,225,DJ Bravo
KA Pollard,0.2,0,0,0,0.2,0,0.6,0,,22,5,440,A Nehra
KA Pollard,0.5714285714,0.2857142857,0.1428571429,0,0,0,0,0,caught,4,7,57.14,MM Sharma
KA Pollard,0,0.6,0.2,0,0.2,0,0,0,,9,5,180,DJ Bravo
KA Pollard,0,1,0,0,0,0,0,0,,1,1,100,DR Smith
AT Rayudu,0,1,0,0,0,0,0,0,,1,1,100,A Nehra
AT Rayudu,0.4,0.4,0,0,0,0,0.2,0,,8,5,160,MM Sharma
AT Rayudu,0.25,0.625,0,0,0,0,0.125,0,,11,8,137.5,DJ Bravo
AT Rayudu,0.3,0.2,0.4,0,0,0,0.1,0,,16,10,160,DR Smith
HH Pandya,1,0,0,0,0,0,0,0,caught,0,2,0,DJ Bravo
Harbhajan Singh,0.6666666667,0,0,0,0,0,0.3333333333,0,,6,3,200,DJ Bravo
DR Smith,0.6,0.3,0,0,0.1,0,0,0,,7,10,70,SL Malinga
DR Smith,0.5714285714,0.2857142857,0,0,0,0,0.1428571429,0,,8,7,114.28,MJ McClenaghan
DR Smith,0.5714285714,0.2857142857,0,0,0.1428571429,0,0,0,,6,7,85.71,R Vinay Kumar
DR Smith,0.4285714286,0.2857142857,0,0,0.2857142857,0,0,0,,20,14,142.85,HH Pandya
DR Smith,0.3,0.4,0,0,0.3,0,0,0,lbw,16,10,160,Harbhajan Singh
MEK Hussey,1,0,0,0,0,0,0,0,,0,2,0,SL Malinga
MEK Hussey,1,0,0,0,0,0,0,0,caught,0,3,0,MJ McClenaghan
MEK Hussey,0.75,0,0,0,0.25,0,0,0,,4,4,100,R Vinay Kumar
SK Raina,0.5,0,0,0,0.5,0,0,0,,4,2,200,MJ McClenaghan
SK Raina,1,0,0,0,0,0,0,0,,0,1,0,R Vinay Kumar
SK Raina,0.2857142857,0.2857142857,0.1428571429,0,0.2857142857,0,0,0,,12,7,171.42,HH Pandya
SK Raina,0.3333333333,0.4444444444,0.1111111111,0,0,0,0.1111111111,0,stumped,12,9,133.33,Harbhajan Singh
MS Dhoni,0.25,0.25,0.25,0,0,0,0.25,0,bowled,9,4,225,SL Malinga
MS Dhoni,0.6666666667,0,0,0,0.3333333333,0,0,0,,4,3,133.33,MJ McClenaghan
MS Dhoni,0.5,0.25,0.25,0,0,0,0,0,,3,4,75,HH Pandya
MS Dhoni,0,1,0,0,0,0,0,0,,2,2,100,Harbhajan Singh
DJ Bravo,0.6666666667,0,0,0,0,0,0.3333333333,0,caught,6,3,200,MJ McClenaghan
DJ Bravo,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,,3,3,100,Harbhajan Singh
